Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0022627~cytosolic small ribosomal subunit	25	14.6198830409	2.56378341963e-32	NM_001009, NM_016067, NM_001260506, NM_001321702, NM_001021, NM_001030001, NM_002952, NM_001007, NM_001304288, NM_002954, NM_001008, NM_022551, NM_001017, NM_001016, NM_001019, NM_001025071, NM_001028, NM_001025, NM_001012, NM_001024, NM_001015, NM_001010, NM_001321485, NM_001997, NM_001142285	162	36	7347	31.4943415638	4.61481015534e-30	1.53827005178e-30	3.15793593006e-29
GOTERM_CC_DIRECT	GO:0015935~small ribosomal subunit	16	9.3567251462	2.78845820831e-20	NM_001009, NM_001260506, NM_001321702, NM_001030001, NM_002952, NM_001007, NM_001304288, NM_002954, NM_022551, NM_001028, NM_006098, NM_001025, NM_001024, NM_001010, NM_001997, NM_001142285	162	23	7347	31.5491143317	5.01922477496e-18	1.25480619374e-18	3.43467872445e-17
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	61	35.6725146199	1.53637281873e-16	NM_001300821, NM_001253384, NM_001021, NM_015710, NM_001034996, NM_003540, NM_007104, NM_001017, NM_001016, NM_001019, NM_001025071, NM_000989, NM_006098, NM_001286272, NM_001012, NM_001961, NM_001015, NM_053275, NM_001321485, NM_000980, NM_000984, NM_000986, NM_024091, NM_001300739, NM_001436, NM_001321702, NM_001320141, NM_002952, NM_001301228, NM_002954, NM_001028, NM_000998, NM_001315530, NM_015414, NM_001025, NM_001024, NM_001997, NM_000990, NM_033251, NM_001260506, NM_022551, NM_000969, NM_000967, NM_000968, NM_001142285, NM_001568, NM_001330200, NM_001009, NM_001303625, NM_001007, NM_001304288, NM_001402, NM_016091, NM_020236, NM_000978, NM_000976, NM_001010, NM_000975, NM_001316311, NM_000972, NM_012423	150	957	7107	3.02004179728	2.28705943073e-14	1.14352971536e-14	1.44328993201e-13
GOTERM_MF_DIRECT	GO:0003723~RNA binding	36	21.0526315789	1.35983595373e-14	NM_001300821, NM_033251, NM_001253384, NM_001260506, NM_001199053, NM_001034996, NM_007104, NM_000969, NM_022551, NM_144723, NM_000989, NM_001019, NM_001025071, NM_033625, NM_000967, NM_000968, NM_000884, NM_000980, NM_001330200, NM_000986, NM_001009, NM_001436, NM_001024921, NM_001320141, NM_002952, NM_001007, NM_001008, NM_001028, NM_001315530, NM_020236, NM_000999, NM_001997, NM_000975, NM_000990, NM_000972, NM_000997	150	368	7107	4.635	2.79021250549e-12	9.30033827728e-13	1.70641278885e-11
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	29	16.9590643275	9.6698195814e-13	NM_001260506, NM_001021, NM_007104, NM_000969, NM_022551, NM_001017, NM_000989, NM_001025071, NM_001012, NM_001015, NM_000967, NM_000968, NM_053275, NM_001321485, NM_001330200, NM_001009, NM_001024921, NM_001321702, NM_001004, NM_001030001, NM_001320141, NM_002952, NM_001007, NM_000998, NM_000999, NM_000978, NM_000976, NM_000972, NM_012423	162	256	7347	5.13751446759	1.74060765801e-10	3.48121531601e-11	1.19110277197e-09
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	20	11.6959064327	4.78940178552e-12	NM_001009, NM_001260506, NM_001024921, NM_001021, NM_003540, NM_001007, NM_002615, NM_022551, NM_001017, NM_000989, NM_001019, NM_001025071, NM_001028, NM_000978, NM_001961, NM_000976, NM_001015, NM_001321485, NM_001316311, NM_000975	162	116	7347	7.81928480204	8.62090399067e-10	1.43681733178e-10	5.89932547257e-09
GOTERM_CC_DIRECT	GO:0005829~cytosol	86	50.2923976608	2.76782562032e-11	NM_001300821, NM_001318507, NM_001166269, NM_001253384, NM_001130517, NM_001021, NM_001034996, NM_007104, NM_001329455, NM_001017, NM_001016, NM_001019, NM_001025071, NM_006098, NM_000989, NM_173545, NM_001012, NM_001961, NM_001015, NM_001321018, NM_053275, NM_001321485, NM_000884, NM_000980, NM_000317, NM_000984, NM_001270399, NM_000986, NM_001322407, NM_001195056, NM_001024921, NM_001321702, NM_014445, NM_001320141, NM_002952, NM_002954, NM_001028, NM_000998, NM_001315530, NM_000999, NM_015414, NM_001025, NM_001024, NM_001997, NM_002454, NM_000990, NM_001959, NM_000997, NM_003754, NM_033251, NM_002796, NM_001260506, NM_013247, NM_022551, NM_000969, NM_198949, NM_181581, NM_033625, NM_000967, NM_000968, NM_022909, NM_001142285, NM_000146, NM_001568, NM_021129, NM_001330200, NM_001009, NM_199186, NM_001303625, NM_001004, NM_001030001, NM_001007, NM_022755, NM_001304288, NM_001008, NM_001402, NM_001002034, NM_001404, NM_016091, NM_000978, NM_000976, NM_001010, NM_001316311, NM_000975, NM_000972, NM_012423	162	2072	7347	1.88236450736	4.98209473676e-09	7.11727787817e-10	3.40927064357e-08
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	11	6.43274853801	7.42561102254e-10	NM_022551, NM_001009, NM_001015, NM_000976, NM_001024921, NM_001321702, NM_000975, NM_000997, NM_000984, NM_001007, NM_001008	150	33	7107	15.7933333333	1.52967579825e-07	3.82418972045e-08	9.35227029153e-07
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	65	38.0116959064	1.6702407015e-09	NM_001253384, NM_001130517, NM_001021, NM_001034996, NM_003540, NM_007104, NM_001329455, NM_001017, NM_001019, NM_001025071, NM_000989, NM_006098, NM_001286272, NM_001012, NM_001961, NM_001015, NM_001321018, NM_053275, NM_001321485, NM_000884, NM_001013663, NM_000984, NM_001270399, NM_000986, NM_001322407, NM_004529, NM_001436, NM_001321702, NM_001320417, NM_002598, NM_002952, NM_002954, NM_001028, NM_000998, NM_001315530, NM_004317, NM_002796, NM_001260506, NM_001199053, NM_001113203, NM_002615, NM_022551, NM_198949, NM_000969, NM_033625, NM_000967, NM_000968, NM_001568, NM_000146, NM_021129, NM_001009, NM_199186, NM_002125, NM_001004, NM_004545, NM_001030001, NM_001007, NM_001304288, NM_001402, NM_001404, NM_000978, NM_000976, NM_000975, NM_001316311, NM_000972	162	1434	7347	2.05569760835	3.00643285267e-07	3.75804155572e-08	2.05731619518e-06
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	9	5.26315789474	7.75148385488e-09	NM_001300821, NM_001315530, NM_015414, NM_001253384, NM_001024921, NM_053275, NM_001316311, NM_001004, NM_001320141	157	21	7039	19.2147406733	5.13146919512e-06	7.33068640013e-07	1.16023592067e-05
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	8	4.6783625731	2.22141731386e-08	NM_000969, NM_000967, NM_000976, NM_000975, NM_001303625, NM_000984, NM_001320141, NM_000986	157	16	7039	22.4171974522	1.47056746708e-05	1.83822116051e-06	3.32499936584e-05
GOTERM_CC_DIRECT	GO:0016020~membrane	60	35.0877192982	9.88330804072e-08	NM_001253384, NM_001021, NM_001015891, NM_001034996, NM_003540, NM_007104, NM_001017, NM_001016, NM_001019, NM_001025071, NM_000989, NM_001012, NM_001015, NM_001961, NM_053275, NM_001321485, NM_000884, NM_000980, NM_000986, NM_006573, NM_001024921, NM_001436, NM_001321702, NM_001320141, NM_002952, NM_002954, NM_001315530, NM_015414, NM_001025, NM_000990, NM_017425, NM_001098522, NM_003754, NM_033251, NM_001260506, NM_013247, NM_022551, NM_000969, NM_000968, NM_001142285, NM_001568, NM_000146, NM_001330200, NM_001009, NM_002125, NM_001303625, NM_001004, NM_001007, NM_001008, NM_001304288, NM_001402, NM_001404, NM_016091, NM_000978, NM_000976, NM_001010, NM_000975, NM_001316311, NM_000972, NM_012423	162	1402	7347	1.94087811064	1.77897971083e-05	1.97665975177e-06	0.000121737413028
GOTERM_CC_DIRECT	GO:0005730~nucleolus	32	18.7134502924	1.67167535681e-05	NM_001260506, NM_001199053, NM_015710, NM_001015891, NM_007104, NM_000969, NM_001017, NM_001025071, NM_033625, NM_000967, NM_001015, NM_000968, NM_001321485, NM_000984, NM_001330200, NM_001436, NM_001024921, NM_001321702, NM_002952, NM_002954, NM_001402, NM_130439, NM_001028, NM_015414, NM_000978, NM_001025, NM_000976, NM_001010, NM_004317, NM_000975, NM_000972, NM_012423	162	638	7347	2.27470103332	0.00300451816716	0.00030085881221	0.020588885495
GOTERM_CC_DIRECT	GO:0030529~intracellular ribonucleoprotein complex	11	6.43274853801	7.26929877595e-05	NM_000969, NM_001009, NM_001012, NM_001260506, NM_001961, NM_053275, NM_000968, NM_001010, NM_001321702, NM_012423, NM_001007	162	102	7347	4.89088598402	0.0129999741953	0.00118885760311	0.089502642907
GOTERM_CC_DIRECT	GO:0015934~large ribosomal subunit	5	2.92397660819	9.58757225191e-05	NM_001315530, NM_020236, NM_000990, NM_012423, NM_007104	162	12	7347	18.8966049383	0.0171103832916	0.00143717106248	0.118030710988
GOTERM_BP_DIRECT	GO:0000028~ribosomal small subunit assembly	5	2.92397660819	0.000100035370668	NM_001009, NM_001025071, NM_001321485, NM_001021, NM_001304288	157	12	7039	18.6809978769	0.0640813586763	0.00733151766586	0.14962758802
GOTERM_MF_DIRECT	GO:0070180~large ribosomal subunit rRNA binding	4	2.33918128655	0.000172464577604	NM_000978, NM_053275, NM_001004, NM_001330200	150	6	7107	31.5866666667	0.0349069592192	0.00708096438772	0.216995425322
GOTERM_BP_DIRECT	GO:0006414~translational elongation	5	2.92397660819	0.00026187453152	NM_001402, NM_001404, NM_001961, NM_001959, NM_001004	157	15	7039	14.9447983015	0.159185020021	0.0171889198392	0.391255654303
GOTERM_CC_DIRECT	GO:0036464~cytoplasmic ribonucleoprotein granule	5	2.92397660819	0.000665891582072	NM_053275, NM_001010, NM_001320141, NM_001007, NM_001270399	162	19	7347	11.9346978558	0.112991230071	0.00918070602254	0.817127263717
GOTERM_BP_DIRECT	GO:0042273~ribosomal large subunit biogenesis	5	2.92397660819	0.00124349561117	NM_000969, NM_001315530, NM_000975, NM_001316311, NM_001034996	157	22	7039	10.1896352056	0.561197712894	0.072147399427	1.84517685592
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	6	3.50877192982	0.00176366348246	NM_016828, NM_001253384, NM_001961, NM_001959, NM_007104, NM_001007	157	40	7039	6.72515923567	0.689190786352	0.0927900104545	2.60756832853
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	4	2.33918128655	0.00259362877375	NM_001010, NM_001321485, NM_001021, NM_001142285	157	13	7039	13.7951984321	0.82079282013	0.123875549863	3.81258534167
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	13	7.60233918129	0.00273777606536	NM_001253384, NM_001034996, NM_001320141, NM_002952, NM_033625, NM_006098, NM_001404, NM_001961, NM_000972, NM_001568, NM_000984, NM_018011, NM_000986	157	214	7039	2.72358473719	0.83714471199	0.121584211305	4.02044766872
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	13	7.60233918129	0.00302280436252	NM_001253384, NM_001034996, NM_001320141, NM_002952, NM_033625, NM_006098, NM_001404, NM_001961, NM_000972, NM_001568, NM_000984, NM_018011, NM_000986	150	229	7107	2.68969432314	0.464010520687	0.0987207395354	3.74109612765
GOTERM_MF_DIRECT	GO:0008097~5S rRNA binding	3	1.75438596491	0.00418861603847	NM_000969, NM_000967, NM_001961	150	5	7107	28.428	0.578808234874	0.116199450263	5.14917507143
GOTERM_CC_DIRECT	GO:0005844~polysome	5	2.92397660819	0.00495180407137	NM_001300821, NM_001260506, NM_001010, NM_001007, NM_001008	162	32	7347	7.08622685185	0.590794939404	0.0618300899171	5.93134318034
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	13	7.60233918129	0.00611027681804	NM_001253384, NM_001034996, NM_001320141, NM_002952, NM_033625, NM_006098, NM_001404, NM_001961, NM_000972, NM_001568, NM_000984, NM_018011, NM_000986	162	239	7347	2.46683713002	0.668200288771	0.0709086852803	7.27148104264
GOTERM_MF_DIRECT	GO:0070181~small ribosomal subunit rRNA binding	3	1.75438596491	0.00855649888837	NM_001017, NM_001025071, NM_001260506	150	7	7107	20.3057142857	0.829705003751	0.198506073169	10.257837811
GOTERM_BP_DIRECT	GO:0001731~formation of translation preinitiation complex	4	2.33918128655	0.00922839963611	NM_016091, NM_001300821, NM_003754, NM_001568	157	20	7039	8.96687898089	0.997839821166	0.335799323249	12.9572896383
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	15	8.77192982456	0.0114280319337	NM_001318499, NM_016067, NM_001260506, NM_032273, NM_001089591, NM_004545, NM_016071, NM_032683, NM_020236, NM_001866, NM_012459, NM_001160210, NM_001040613, NM_001319036, NM_006830	162	324	7347	2.09962277092	0.873674082514	0.121294633392	13.2010016281
GOTERM_BP_DIRECT	GO:0036499~PERK-mediated unfolded protein response	3	1.75438596491	0.0125177471294	NM_001195056, NM_001675, NM_000584	157	8	7039	16.8128980892	0.999761001013	0.406186927999	17.1838603586
GOTERM_MF_DIRECT	GO:0003746~translation elongation factor activity	4	2.33918128655	0.0148151561918	NM_001402, NM_001404, NM_001961, NM_001959	150	25	7107	7.5808	0.953799068825	0.289395654844	17.1374652413
GOTERM_BP_DIRECT	GO:0000462~maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4	2.33918128655	0.0255936907044	NM_001025071, NM_001012, NM_001321485, NM_001142285	157	29	7039	6.18405446958	0.999999964849	0.63564414324	32.1636429135
GOTERM_MF_DIRECT	GO:0003743~translation initiation factor activity	5	2.92397660819	0.0261040889011	NM_016091, NM_001300821, NM_003754, NM_004681, NM_001568	150	54	7107	4.38703703704	0.995698858352	0.420092968733	28.3328865252
GOTERM_CC_DIRECT	GO:0016282~eukaryotic 43S preinitiation complex	3	1.75438596491	0.0317720403991	NM_016091, NM_003754, NM_001568	162	13	7347	10.4658119658	0.997007931472	0.289559457205	32.8138794279
GOTERM_CC_DIRECT	GO:0033290~eukaryotic 48S preinitiation complex	3	1.75438596491	0.0317720403991	NM_016091, NM_003754, NM_001568	162	13	7347	10.4658119658	0.997007931472	0.289559457205	32.8138794279
GOTERM_BP_DIRECT	GO:0042769~DNA damage response, detection of DNA damage	4	2.33918128655	0.0331158677023	NM_001260506, NM_001321018, NM_021173, NM_002954	157	32	7039	5.60429936306	0.999999999792	0.71019615226	39.5932223465
GOTERM_BP_DIRECT	GO:0006446~regulation of translational initiation	4	2.33918128655	0.0331158677023	NM_016091, NM_001300821, NM_003754, NM_001568	157	32	7039	5.60429936306	0.999999999792	0.71019615226	39.5932223465
GOTERM_BP_DIRECT	GO:0042254~ribosome biogenesis	4	2.33918128655	0.0331158677023	NM_022551, NM_033625, NM_053275, NM_000972	157	32	7039	5.60429936306	0.999999999792	0.71019615226	39.5932223465
GOTERM_BP_DIRECT	GO:0033683~nucleotide-excision repair, DNA incision	4	2.33918128655	0.0358515807468	NM_016828, NM_001321018, NM_021173, NM_002954	157	33	7039	5.43447210963	0.999999999968	0.719753711231	42.1015347257
GOTERM_BP_DIRECT	GO:1902600~hydrogen ion transmembrane transport	4	2.33918128655	0.0358515807468	NM_001866, NM_001089591, NM_001319036, NM_006830	157	33	7039	5.43447210963	0.999999999968	0.719753711231	42.1015347257
GOTERM_BP_DIRECT	GO:0071353~cellular response to interleukin-4	3	1.75438596491	0.0372986116811	NM_000967, NM_053275, NM_000884	157	14	7039	9.60737033667	0.999999999988	0.715834141637	43.3886455845
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	29	16.9590643275	0.037744900572	NM_016067, NM_001318507, NM_032273, NM_019059, NM_001130517, NM_013247, NM_001329455, NM_198949, NM_001019, NM_006098, NM_033625, NM_001025071, NM_032683, NM_016828, NM_001866, NM_012459, NM_001160210, NM_000317, NM_001040613, NM_024091, NM_016033, NM_004545, NM_005390, NM_016071, NM_001321026, NM_020236, NM_016399, NM_001316311, NM_018011	162	909	7347	1.44686876095	0.99901770975	0.319383908093	37.7445207254
GOTERM_CC_DIRECT	GO:0005852~eukaryotic translation initiation factor 3 complex	3	1.75438596491	0.041569123084	NM_016091, NM_003754, NM_001568	162	15	7347	9.07037037037	0.999520329092	0.331174520743	40.7244734482
GOTERM_BP_DIRECT	GO:0000470~maturation of LSU-rRNA	3	1.75438596491	0.0424223756057	NM_020236, NM_000972, NM_007104	157	15	7039	8.96687898089	1.0	0.745004551871	47.7346622222
GOTERM_CC_DIRECT	GO:1990617~CHOP-ATF4 complex	2	1.16959064327	0.0433501197365	NM_001195056, NM_001675	162	2	7347	45.3518518519	0.999656802696	0.328915522701	42.0670471997
GOTERM_BP_DIRECT	GO:0000461~endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	1.16959064327	0.0438363922253	NM_001024, NM_001304288	157	2	7039	44.8343949045	1.0	0.740464658521	48.8780207088
GOTERM_BP_DIRECT	GO:0021554~optic nerve development	2	1.16959064327	0.0438363922253	NM_032273, NM_000986	157	2	7039	44.8343949045	1.0	0.740464658521	48.8780207088
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	8	4.6783625731	0.0444578006847	NM_032329, NM_006098, NM_001675, NM_001321018, NM_001010, NM_013247, NM_002598, NM_002954	157	147	7039	2.43996706963	1.0	0.729890550613	49.3730648849
KEGG_PATHWAY	hsa04260:Cardiac muscle contraction	4	2.33918128655	0.052943973014	NM_001866, NM_001089591, NM_001319036, NM_006830	104	26	3107	4.59615384615	0.998080437279	0.956187185424	46.1854536493
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	4	2.33918128655	0.0545985574299	NM_005390, NM_199186, NM_014445, NM_183013	157	39	7039	4.59839947738	1.0	0.787472472593	56.8454972592
GOTERM_MF_DIRECT	GO:0000049~tRNA binding	4	2.33918128655	0.0572373875571	NM_001402, NM_001318507, NM_001316311, NM_182543	150	42	7107	4.51238095238	0.999994668071	0.668391350868	52.3999391116
GOTERM_MF_DIRECT	GO:0045182~translation regulator activity	2	1.16959064327	0.0615948117469	NM_001025071, NM_001321702	150	3	7107	31.5866666667	0.999997946842	0.664235169591	55.0977851193
GOTERM_MF_DIRECT	GO:1990932~5.8S rRNA binding	2	1.16959064327	0.0615948117469	NM_001017, NM_001330200	150	3	7107	31.5866666667	0.999997946842	0.664235169591	55.0977851193
GOTERM_CC_DIRECT	GO:0005853~eukaryotic translation elongation factor 1 complex	2	1.16959064327	0.0643195725246	NM_001402, NM_001959	162	3	7347	30.2345679012	0.999993647304	0.434383832951	55.9075714649
GOTERM_BP_DIRECT	GO:0002862~negative regulation of inflammatory response to antigenic stimulus	2	1.16959064327	0.0650331412394	NM_002796, NM_001329455	157	3	7039	29.889596603	1.0	0.831467437192	63.4506141587
